"d","med","avg","mature"
2025-01-01,0.862422997946612,1.07340343890652,FALSE
2025-02-01,0.861054072553046,1.01334702258727,FALSE
2025-03-01,0.861054072553046,1.01334702258727,FALSE
2025-04-01,0.861054072553046,1.01334702258727,FALSE
2025-05-01,0.861054072553046,1.01334702258727,FALSE
2025-06-01,0.862422997946612,1.04365105650129,FALSE
2025-07-01,0.862422997946612,1.04365105650129,FALSE
2025-08-01,0.861054072553046,0.96208076659822,FALSE
2025-09-01,0.861054072553046,0.96208076659822,FALSE
2025-10-01,0.757015742642026,0.860076268700499,FALSE
2025-11-01,0.757015742642026,0.860076268700499,FALSE
2025-12-01,0.757015742642026,0.860076268700499,FALSE
2026-01-01,0.757015742642026,0.860076268700499,FALSE
2026-02-01,0.654346338124572,0.850964585393059,FALSE
2026-03-01,0.654346338124572,0.850964585393059,FALSE
2026-04-01,0.636550308008214,0.812088664244722,FALSE
2026-05-01,0.636550308008214,0.812088664244722,FALSE
2026-06-01,0.618754277891855,0.737248459958932,FALSE
2026-07-01,0.618754277891855,0.737248459958932,FALSE
